title,genres,rating
"Long Goodbye, The (1973)",Crime|Film-Noir,"[5.0, 5.0, 4.0]"
"Ballad of Narayama, The (Narayama bushiko) (1983)",Drama,[5.0]
Pet Sematary (1989),Horror,"[1.0, 4.0, 2.0, 2.0, 2.0, 3.0, 3.0, 3.0, 5.0, 3.5]"
Pet Sematary II (1992),Comedy|Horror,"[2.5, 2.5, 0.5]"
Children of the Corn II: The Final Sacrifice (1993),Horror,"[2.0, 1.5]"
Children of the Corn III (1994),Horror,[1.0]
Christine (1983),Horror,"[3.5, 4.0, 3.0, 1.0, 3.0, 4.0, 3.0, 3.0, 1.0, 4.0]"
Night Shift (1982),Comedy,"[2.0, 2.5, 3.0, 5.0, 2.0, 2.0, 4.0, 3.0, 3.0, 4.0]"
Airport (1970),Drama,"[3.0, 2.5, 1.0]"
Airport 1975 (1974),Action|Drama|Thriller,"[3.0, 4.0]"
Airport '77 (1977),Drama,"[2.0, 3.0, 3.0, 5.0]"
Rollercoaster (1977),Drama|Thriller,"[2.0, 3.0]"
"Towering Inferno, The (1974)",Action|Adventure|Drama|Thriller,"[3.5, 4.0, 2.0, 0.5, 3.0, 5.0, 4.0, 4.0, 3.0]"
Alligator (1980),Action|Horror|Sci-Fi,"[3.0, 1.0, 2.0]"
Meteor (1979),Sci-Fi,"[0.5, 2.0, 3.0]"
Westworld (1973),Action|Sci-Fi|Thriller|Western,"[4.0, 3.0, 3.0, 3.0, 4.0, 4.0, 4.0, 3.0, 3.0, 3.0, 4.0, 4.0, 4.0, 3.0, 4.0, 3.0, 2.5, 3.0]"
Logan's Run (1976),Action|Adventure|Sci-Fi,"[3.0, 2.0, 4.0, 4.0, 2.5, 4.0, 3.0, 3.0, 3.0, 3.0, 3.5, 4.0, 4.0, 2.0, 3.0, 2.0, 3.0, 3.0, 4.0, 4.0, 3.5, 4.0, 2.0, 4.0]"
Planet of the Apes (1968),Action|Drama|Sci-Fi,"[5.0, 5.0, 4.0, 4.0, 4.0, 4.0, 1.5, 4.0, 3.5, 3.0, 3.0, 4.5, 4.0, 5.0, 4.0, 4.0, 2.0, 3.5, 4.0, 4.0, 5.0, 4.0, 3.0, 3.5, 4.0, 5.0, 3.0, 4.0, 2.0, 3.0, 3.0, 5.0, 4.0, 3.0, 3.0, 3.0, 4.0, 4.0, 4.0, 3.5, 3.0, 3.0, 4.0, 5.0, 3.0, 5.0, 4.0, 5.0, 3.0, 5.0, 5.0, 4.0, 2.5, 4.0, 5.0, 3.5]"
Beneath the Planet of the Apes (1970),Action|Sci-Fi,"[3.0, 3.0, 1.0, 1.5, 4.0, 1.0, 2.0, 5.0, 3.0, 2.0, 3.5, 2.0, 2.0, 5.0, 3.0, 3.0, 2.0, 4.0]"
Battle for the Planet of the Apes (1973),Action|Sci-Fi,"[1.0, 2.0, 2.0, 3.0, 2.0, 4.0, 2.0, 5.0, 4.0]"
Conquest of the Planet of the Apes (1972),Action|Sci-Fi,"[3.0, 3.0, 1.0, 4.0, 2.0, 2.0, 3.0, 2.0, 2.0, 5.0, 2.5, 4.0]"
Escape from the Planet of the Apes (1971),Action|Sci-Fi,"[3.5, 1.0, 3.0, 2.0, 2.0, 4.0, 4.0, 3.0, 3.0, 2.0, 5.0, 4.0, 2.0, 2.5, 4.0]"
Avalanche (1978),Action,"[4.0, 3.0, 0.5]"
Earthquake (1974),Action|Drama|Thriller,"[3.0, 2.0, 3.0]"
Beyond the Poseidon Adventure (1979),Adventure,"[2.0, 1.0, 3.0]"
Dancemaker (1998),Documentary,[1.0]
Analyze This (1999),Comedy,"[2.0, 1.5, 4.0, 4.0, 3.0, 2.0, 2.0, 4.0, 3.0, 2.5, 4.0, 2.0, 3.5, 3.0, 4.0, 3.0, 3.0, 4.0, 4.0, 3.5, 2.0, 4.0, 3.0, 2.0, 3.0, 4.0, 3.0, 2.0, 3.0, 5.0, 3.0, 2.5, 3.5, 4.0, 3.0, 3.5, 3.0, 4.0, 4.0, 3.0, 2.5, 1.0, 3.0, 3.0, 2.5, 4.0, 3.0]"
"Corruptor, The (1999)",Action|Crime|Drama|Thriller,"[2.5, 2.0, 3.0]"
Cruel Intentions (1999),Drama,"[2.0, 4.0, 3.5, 5.0, 4.0, 3.5, 4.0, 3.0, 4.0, 3.5, 3.0, 4.5, 4.0, 3.0, 4.0, 3.5, 4.0, 2.0, 2.0, 4.5, 3.0, 2.0, 2.0, 3.0, 2.0, 2.0, 5.0, 3.5, 3.5, 4.0, 4.0, 3.0, 3.5, 2.0, 2.0, 3.0, 2.5, 1.0, 4.0, 3.0]"
"Lock, Stock & Two Smoking Barrels (1998)",Comedy|Crime|Thriller,"[5.0, 4.5, 3.0, 3.0, 4.0, 5.0, 4.5, 3.5, 1.0, 4.5, 4.5, 5.0, 5.0, 4.0, 3.5, 4.0, 1.0, 3.0, 4.5, 4.0, 4.0, 5.0, 5.0, 4.0, 4.5, 3.0, 3.5, 4.0, 4.0, 3.0, 3.5, 3.0, 5.0, 5.0, 4.0, 4.0, 4.5, 4.0, 5.0, 4.0, 3.0, 3.0, 3.0, 3.0, 4.0, 5.0, 4.0, 3.5, 4.0, 5.0, 4.0, 4.0, 5.0, 5.0, 4.0, 4.5, 3.5, 5.0, 5.0, 5.0, 5.0, 4.5, 5.0, 3.5, 5.0, 3.5, 4.0]"
"School of Flesh, The (École de la chair, L') (1998)",Drama|Romance,[3.0]
"Deep End of the Ocean, The (1999)",Drama,"[4.0, 2.5]"
"Rage: Carrie 2, The (1999)",Horror,"[2.0, 2.0, 2.0, 2.0, 1.0, 2.0]"
Wing Commander (1999),Action|Sci-Fi,"[2.0, 4.0, 3.0, 3.0, 3.0, 2.5]"
"Haunting, The (1963)",Horror|Thriller,"[3.0, 5.0, 4.0, 4.0, 5.0, 4.0, 3.0]"
Dead Ringers (1988),Drama|Horror|Thriller,"[2.0, 4.5, 4.0, 3.0, 3.0, 4.0, 5.0, 4.0]"
My Boyfriend's Back (1993),Comedy,"[2.0, 1.0]"
Village of the Damned (1960),Horror|Sci-Fi|Thriller,"[3.0, 4.0, 4.0, 2.0, 3.5, 2.0]"
Children of the Damned (1963),Horror|Sci-Fi|Thriller,"[4.0, 2.0, 3.5]"
Baby Geniuses (1999),Comedy,"[1.0, 2.0, 2.0]"
I Stand Alone (Seul contre tous) (1998),Drama|Thriller,[4.5]
Forces of Nature (1999),Comedy|Romance,"[2.0, 1.0, 3.0, 2.0, 4.0, 2.0, 3.0, 3.0, 1.0]"
"King and I, The (1999)",Animation|Children,[3.0]
Ravenous (1999),Horror|Thriller,"[2.5, 4.0, 3.0, 4.0, 3.0, 1.0, 3.0, 3.5]"
True Crime (1999),Crime|Thriller,"[3.0, 3.0, 3.0, 2.0]"
Dangerous Beauty (1998),Drama,"[4.5, 5.0, 3.0]"
"King and I, The (1956)",Drama|Musical|Romance,"[3.5, 5.0, 4.5, 3.0, 4.0, 5.0, 4.0, 3.5, 5.0, 4.5, 4.0, 4.0]"
Doug's 1st Movie (1999),Animation|Children,"[3.0, 1.0]"
EDtv (1999),Comedy,"[2.5, 3.0, 2.0, 3.5, 2.0, 2.0, 3.5, 2.0, 4.0, 3.0, 4.0, 3.0, 3.5, 3.0, 4.0, 4.0, 3.0, 2.5, 2.0]"
"Mod Squad, The (1999)",Action|Crime,"[4.0, 3.0, 2.0, 2.0, 1.0, 5.0, 4.0, 4.5]"
"Walk on the Moon, A (1999)",Drama|Romance,"[3.0, 3.0, 3.0, 4.0, 3.0]"
"Matrix, The (1999)",Action|Sci-Fi|Thriller,"[5.0, 1.0, 0.5, 5.0, 4.0, 3.5, 5.0, 4.5, 4.0, 4.0, 4.0, 5.0, 4.0, 5.0, 5.0, 3.0, 5.0, 2.0, 5.0, 5.0, 5.0, 4.5, 2.5, 5.0, 5.0, 1.0, 5.0, 3.5, 4.0, 5.0, 4.5, 4.5, 5.0, 5.0, 1.0, 4.0, 5.0, 4.5, 4.0, 4.5, 4.0, 4.5, 5.0, 5.0, 4.0, 5.0, 4.0, 4.0, 5.0, 5.0, 4.0, 0.5, 5.0, 3.0, 4.0, 5.0, 4.0, 5.0, 4.5, 3.0, 4.5, 5.0, 4.0, 4.0, 3.5, 4.0, 4.0, 0.5, 3.0, 4.0, 4.0, 4.0, 4.5, 3.0, 4.5, 3.5, 5.0, 3.0, 4.0, 4.0, 3.0, 3.0, 5.0, 5.0, 5.0, 4.0, 5.0, 4.0, 2.5, 4.5, 5.0, 5.0, 5.0, 5.0, 3.0, 3.0, 5.0, 5.0, 2.0, 4.0, 3.5, 4.0, 4.5, 4.5, 5.0, 4.5, 4.5, 5.0, 4.0, 5.0, 4.0, 4.0, 5.0, 3.5, 4.0, 5.0, 5.0, 5.0, 4.5, 5.0, 4.0, 4.0, 4.5, 5.0, 5.0, 5.0, 5.0, 4.0, 4.0, 5.0, 4.5, 5.0, 4.5, 3.0, 4.0, 4.5, 4.0, 4.0, 5.0, 4.0, 5.0, 3.5, 3.0, 4.0, 3.0, 5.0, 4.5, 4.0, 3.5, 5.0, 4.0, 3.0, 3.5, 2.0, 3.5, 5.0, 4.0, 5.0, 5.0, 5.0, 5.0, 4.0, 4.5, 4.0, 4.0, 2.5, 4.5, 2.5, 4.0, 4.5, 4.0, 5.0, 3.5, 4.5, 5.0, 5.0, 4.0, 4.5, 5.0, 5.0, 5.0, 5.0, 4.5, 5.0, 4.5, 3.0, 5.0, 4.5, 1.0, 5.0, 4.0, 4.5, 2.0, 3.5, 4.0, 5.0, 3.5, 5.0, 5.0, 5.0, 5.0, 3.5, 5.0, 2.0, 5.0, 5.0, 4.0, 4.5, 0.5, 0.5, 5.0, 4.0, 4.0, 4.0, 3.5, 4.5, 4.5, 4.0, 5.0, 4.5, 3.0, 4.0, 4.0, 5.0, 5.0, 5.0, 2.5, 4.5, 3.5, 5.0, 4.0, 2.5, 5.0, 4.0, 4.0, 5.0, 5.0, 5.0, 4.0, 4.0, 4.0, 4.0, 5.0, 5.0, 5.0, 5.0, 4.5, 4.0, 4.5, 3.5, 5.0, 5.0, 4.5, 4.5, 4.0, 5.0, 4.5, 5.0, 4.0, 5.0, 5.0, 3.5, 5.0, 5.0, 4.0, 4.0, 5.0, 2.5, 5.0, 4.0, 5.0, 3.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]"
10 Things I Hate About You (1999),Comedy|Romance,"[5.0, 3.0, 4.5, 5.0, 5.0, 4.0, 4.0, 1.0, 3.5, 4.5, 4.0, 1.0, 5.0, 2.0, 5.0, 3.5, 4.5, 3.0, 4.0, 4.0, 3.0, 2.5, 0.5, 3.0, 3.0, 4.0, 4.0, 4.0, 4.0, 3.5, 4.0, 3.5, 5.0, 4.0, 2.5, 2.5, 2.5, 4.0, 4.5, 3.0, 3.5, 4.0, 3.5, 3.5, 3.0, 3.5, 3.0, 2.0, 5.0, 3.0, 3.0, 3.0, 3.0, 5.0]"
Tango (1998),Drama|Musical,[1.0]
"Out-of-Towners, The (1999)",Comedy,"[3.0, 2.0, 1.0, 2.0, 3.0, 1.0]"
"Dreamlife of Angels, The (Vie rêvée des anges, La) (1998)",Drama,"[3.0, 5.0, 3.0, 4.0]"
Metroland (1997),Comedy|Drama,[3.0]
Following (1998),Crime|Mystery|Thriller,"[4.0, 4.0, 4.0, 3.5, 3.5, 4.0]"
Go (1999),Comedy|Crime,"[5.0, 3.5, 5.0, 5.0, 4.0, 5.0, 5.0, 2.5, 3.0, 3.0, 3.5, 4.0, 4.0, 5.0, 4.5, 5.0, 5.0, 4.0, 4.0, 4.0, 3.0, 3.0, 4.0, 4.0, 3.0, 4.0, 5.0, 3.0, 5.0, 2.5, 3.0, 4.5, 4.0, 4.5, 4.0, 3.0, 3.0, 4.0, 4.0]"
Never Been Kissed (1999),Comedy|Romance,"[5.0, 3.0, 2.5, 3.0, 3.0, 3.5, 4.0, 4.0, 3.5, 4.5, 2.5, 4.0, 4.0, 3.0, 3.0, 1.0, 1.5, 3.0, 4.0, 2.0, 3.0, 3.0, 2.0, 3.0, 3.0, 4.0, 1.5, 3.5, 3.5, 1.0, 4.0, 4.0, 1.5, 1.0, 3.5, 1.0]"
Twin Dragons (Shuang long hui) (1992),Action|Comedy,"[1.5, 5.0, 2.5]"
Cookie's Fortune (1999),Comedy|Drama,"[5.0, 5.0, 2.0, 4.0, 4.0, 4.0, 5.0, 3.0, 4.0, 4.0, 2.5, 4.0]"
"Lovers of the Arctic Circle, The (Los Amantes del Círculo Polar) (1998)",Drama|Romance,"[4.0, 4.5]"
Goodbye Lover (1999),Comedy|Crime|Thriller,"[0.5, 3.0]"
Life (1999),Comedy|Crime|Drama,"[3.0, 4.0, 4.0, 2.0]"
Friends & Lovers (1999),Comedy|Drama|Romance,[3.5]
Hideous Kinky (1998),Drama,[2.5]
"Monster, The (Mostro, Il) (1994)",Comedy,"[3.0, 3.0, 4.0, 3.5]"
Open Your Eyes (Abre los ojos) (1997),Drama|Romance|Sci-Fi|Thriller,"[4.5, 5.0, 4.0, 3.0, 3.5, 4.0, 4.0, 4.0, 2.5, 3.0]"
SLC Punk! (1998),Comedy|Drama,"[5.0, 4.5, 4.0, 5.0, 3.0, 3.5, 4.0, 4.0, 3.0, 4.0, 3.5, 2.0]"
Lost & Found (1999),Comedy|Romance,"[3.0, 2.5]"
Pushing Tin (1999),Comedy,"[4.0, 4.0, 3.5, 3.0, 2.0, 3.0, 4.0, 4.0, 1.0, 4.0, 3.0, 4.0, 1.0, 2.0, 2.0, 3.0, 3.0, 2.0, 4.0, 3.0, 2.5, 4.0, 2.0, 2.0, 1.0]"
Election (1999),Comedy,"[5.0, 5.0, 4.0, 3.5, 4.5, 1.5, 3.0, 2.5, 5.0, 3.0, 4.0, 3.5, 3.0, 2.0, 4.0, 3.0, 4.0, 5.0, 3.0, 5.0, 1.5, 4.0, 4.0, 5.0, 4.0, 2.0, 4.0, 4.0, 2.5, 3.0, 3.5, 2.0, 3.0, 4.0, 4.0, 4.0, 5.0, 4.0, 4.0, 4.0, 4.5, 4.0, 4.0, 4.0, 1.5, 4.0, 4.0, 5.0, 0.5, 3.5, 4.0, 5.0, 3.0, 5.0, 3.0, 5.0]"
eXistenZ (1999),Action|Sci-Fi|Thriller,"[2.5, 4.0, 5.0, 4.5, 5.0, 4.0, 4.0, 4.0, 3.5, 2.0, 4.0, 4.5, 4.0, 3.0, 4.0, 3.5, 3.5, 4.0, 4.0, 2.5, 5.0, 4.5]"
Entrapment (1999),Crime|Thriller,"[2.0, 4.0, 2.0, 4.0, 2.0, 3.5, 2.5, 4.0, 3.0, 4.0, 2.5, 3.5, 3.0, 2.0, 2.0, 2.0, 3.0, 3.5, 3.5, 2.0, 1.0, 2.0, 3.5, 2.0, 4.0, 4.0, 3.0, 3.5, 3.0, 3.0, 3.0, 2.0, 1.0, 3.5, 3.0, 5.0, 4.0, 3.5, 3.0, 5.0, 3.5, 2.0, 3.0]"
Idle Hands (1999),Comedy|Horror,"[4.0, 3.0, 2.5, 3.5, 3.0, 2.0, 4.0, 0.5, 2.0, 3.0, 2.0, 2.0, 3.0, 2.0, 2.0]"
Get Real (1998),Drama|Romance,"[4.5, 3.5]"
"King of Masks, The (Bian Lian) (1996)",Drama,[4.0]
"Winslow Boy, The (1999)",Drama,[3.0]
Mildred Pierce (1945),Drama|Film-Noir,[4.0]
Night of the Comet (1984),Comedy|Horror|Sci-Fi,"[5.0, 2.0, 4.0, 1.0, 3.0, 2.0, 4.0, 2.0]"
Chopping Mall (a.k.a. Killbots) (1986),Action|Horror|Sci-Fi,"[1.0, 1.0]"
My Science Project (1985),Adventure|Sci-Fi,"[4.5, 2.0, 2.0, 3.0]"
Dick Tracy (1990),Action|Crime,"[4.0, 4.0, 5.0, 2.0, 2.0, 3.0, 1.0, 4.0, 3.0, 3.0, 1.0, 3.5, 4.5, 2.0, 3.0, 2.5, 3.0, 3.0, 2.0, 2.0, 3.5, 4.0, 2.5, 1.0, 3.0, 3.5]"
"Mummy, The (1999)",Action|Adventure|Comedy|Fantasy|Horror|Thriller,"[2.0, 3.0, 2.5, 3.5, 3.5, 4.0, 4.5, 0.5, 3.0, 3.0, 3.5, 2.0, 4.0, 3.5, 3.0, 4.0, 4.5, 3.5, 4.0, 2.0, 2.0, 0.5, 3.5, 1.0, 4.0, 3.0, 3.0, 3.5, 2.0, 5.0, 4.0, 3.0, 3.0, 3.0, 3.5, 3.5, 3.0, 4.0, 4.0, 3.5, 2.0, 3.0, 0.5, 3.0, 4.0, 3.0, 3.5, 4.0, 2.0, 2.0, 5.0, 4.0, 1.0, 2.0, 2.5, 0.5, 2.0, 3.5, 3.5, 2.0, 4.0, 2.0, 2.5, 5.0, 4.0, 5.0, 0.5, 3.0, 3.0, 2.5, 2.5, 5.0, 4.5, 1.0, 4.0, 4.5, 3.5, 5.0, 3.0, 3.5, 3.5, 3.0, 2.5, 4.0, 5.0, 3.0, 4.0]"
"Castle, The (1997)",Comedy,"[3.0, 3.5, 3.0, 4.0, 3.5]"
This Is My Father (1998),Drama|Romance,[3.0]
William Shakespeare's A Midsummer Night's Dream (1999),Comedy|Fantasy,"[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 5.0, 3.0, 2.0, 3.0, 3.5]"
Trippin' (1999),Comedy,[1.0]
After Life (Wandafuru raifu) (1998),Drama|Fantasy,"[5.0, 3.5]"
Black Mask (Hak hap) (1996),Action|Adventure|Crime|Sci-Fi|Thriller,"[3.5, 1.5]"
Star Wars: Episode I - The Phantom Menace (1999),Action|Adventure|Sci-Fi,"[4.0, 1.0, 1.5, 3.0, 4.0, 5.0, 4.0, 3.5, 3.0, 4.0, 3.0, 4.5, 3.0, 3.0, 4.0, 1.0, 2.0, 3.5, 3.5, 4.0, 5.0, 2.0, 3.5, 3.0, 3.5, 2.0, 2.0, 3.0, 4.0, 5.0, 2.0, 3.5, 4.0, 2.0, 1.5, 4.0, 1.5, 5.0, 2.0, 2.0, 3.0, 3.0, 4.0, 4.0, 2.0, 5.0, 4.0, 1.0, 3.5, 3.0, 3.0, 2.5, 4.0, 3.0, 2.5, 3.5, 3.5, 3.0, 4.0, 2.0, 2.5, 4.0, 4.0, 4.0, 1.0, 3.0, 2.0, 5.0, 2.0, 4.0, 3.0, 2.0, 3.0, 2.0, 3.0, 3.0, 5.0, 3.5, 3.5, 5.0, 3.0, 4.0, 2.5, 1.5, 1.5, 4.5, 4.0, 3.5, 3.5, 1.0, 2.0, 4.0, 4.0, 4.0, 3.0, 3.5, 4.0, 0.5, 3.0, 4.5, 2.0, 4.0, 5.0, 3.0, 0.5, 2.0, 3.0, 4.0, 4.0, 2.0, 3.0, 1.0, 4.0, 1.5, 3.0, 3.0, 3.5, 4.5, 3.5, 5.0, 2.0, 4.0, 2.0, 0.5, 3.5, 3.5, 4.0, 2.5, 5.0, 2.5, 4.0, 4.0, 3.0, 3.0, 1.0, 1.0, 3.5, 3.0, 4.0, 3.0]"
"Love Letter, The (1999)",Comedy|Romance,"[3.0, 2.0]"
Besieged (a.k.a. L' Assedio) (1998),Drama,"[3.0, 4.0]"
"Saragossa Manuscript, The (Rekopis znaleziony w Saragossie) (1965)",Adventure|Drama|Mystery,[4.0]
"Mummy, The (1932)",Horror|Romance,"[4.0, 2.0, 4.0]"
"Mummy, The (1959)",Horror,"[3.0, 4.0, 3.0]"
Mommie Dearest (1981),Drama,"[2.5, 3.0, 3.0, 4.0]"
Superman (1978),Action|Adventure|Sci-Fi,"[4.0, 3.0, 3.0, 4.0, 4.0, 4.5, 3.5, 1.5, 4.5, 3.0, 4.0, 4.0, 5.0, 3.0, 4.0, 4.0, 4.0, 5.0, 4.0, 3.0, 3.5, 4.0, 5.0, 3.0, 4.0, 3.0, 5.0, 3.0, 4.0, 1.0, 4.0, 3.0, 2.5, 4.0, 3.0, 4.0, 3.0, 4.0, 2.5, 5.0, 3.5, 4.0, 5.0, 3.0, 3.0, 4.0, 3.0, 4.0, 3.0, 4.0, 4.0, 3.0, 3.5, 4.0, 4.0, 3.5, 4.0, 4.0, 3.5, 2.0, 2.5]"
Superman II (1980),Action|Sci-Fi,"[5.0, 3.0, 3.0, 2.0, 1.5, 2.0, 3.5, 2.0, 3.5, 4.0, 3.0, 4.0, 4.0, 0.5, 3.0, 2.0, 3.0, 2.5, 3.0, 3.0, 2.0, 3.0, 3.0, 4.5, 3.0, 2.0, 3.5, 3.0, 3.5, 2.0, 2.5, 3.0, 4.0, 3.0, 4.0, 4.0, 3.5, 4.0, 3.0, 4.0, 3.0, 2.5, 3.0, 2.5, 4.0, 3.0, 4.0, 1.0, 3.0]"
Superman III (1983),Action|Adventure|Sci-Fi,"[1.0, 2.0, 3.5, 1.0, 3.5, 3.0, 2.0, 2.0, 2.0, 1.0, 1.5, 3.0, 3.0, 3.0, 3.0, 1.5, 1.0, 3.0, 2.0, 2.5, 1.5, 3.5]"
Superman IV: The Quest for Peace (1987),Action|Adventure|Sci-Fi,"[1.0, 1.0, 3.0, 2.0, 2.0, 1.0, 2.0, 2.0, 2.0, 0.5, 2.0, 1.0, 2.0, 2.0, 1.5, 2.0]"
Dracula (1931),Horror,"[4.0, 3.5, 3.5, 2.5, 3.0, 3.5, 3.5, 2.5, 4.0]"
Frankenstein (1931),Drama|Horror|Sci-Fi,"[4.0, 5.0, 3.5, 2.0, 5.0, 4.5, 5.0, 4.0, 3.5, 3.5, 3.0]"
Frankenstein Meets the Wolf Man (1943),Horror,[1.0]
"Curse of Frankenstein, The (1957)",Horror,[3.0]
"Wolf Man, The (1941)",Drama|Fantasy|Horror,"[5.0, 2.0, 4.5, 3.0, 3.5]"
Howling II: Your Sister Is a Werewolf (1985),Horror,[2.0]
Tarantula (1955),Horror|Sci-Fi,[3.0]
"Rocky Horror Picture Show, The (1975)",Comedy|Horror|Musical|Sci-Fi,"[3.0, 3.0, 5.0, 5.0, 3.0, 4.0, 1.5, 3.0, 3.0, 2.0, 4.5, 3.0, 3.0, 3.0, 4.5, 3.0, 4.5, 3.5, 5.0, 4.0, 1.0, 3.5, 2.0, 1.0, 3.0, 2.0, 2.0, 3.0, 3.5, 5.0, 4.0, 5.0, 3.0, 3.0, 2.5, 4.0, 4.0, 5.0, 3.0, 3.5, 4.0, 5.0, 1.0, 3.0, 3.0, 2.5, 3.0, 4.0, 3.5, 3.5, 4.5, 2.5, 4.5, 5.0, 2.0, 3.5, 2.0, 1.0, 5.0, 3.0, 3.0, 4.5, 4.0]"
It Came from Hollywood (1982),Comedy|Documentary,[2.0]
"Thing from Another World, The (1951)",Horror|Sci-Fi,"[4.0, 3.5, 3.0, 3.5]"
It Came from Outer Space (1953),Sci-Fi,[3.0]
"War of the Worlds, The (1953)",Action|Drama|Sci-Fi,"[2.0, 3.0, 4.0, 2.0, 3.0, 3.5, 2.0, 3.0, 4.0, 4.0, 4.5, 3.0]"
Invasion of the Body Snatchers (1956),Horror|Sci-Fi|Thriller,"[4.0, 3.5, 5.0, 4.0, 5.0, 3.0, 4.0, 3.0, 4.0, 4.0, 3.0, 3.0, 3.5]"
Earth vs. the Flying Saucers (1956),Sci-Fi,[1.0]
Swamp Thing (1982),Horror|Sci-Fi,"[2.0, 2.5, 3.5, 2.0, 3.5, 3.0, 4.0, 3.0]"
Pork Chop Hill (1959),War,"[3.0, 4.0]"
Run Silent Run Deep (1958),War,"[4.0, 3.0, 3.0, 3.0, 5.0]"
Notting Hill (1999),Comedy|Romance,"[4.5, 3.5, 4.0, 3.0, 3.0, 4.0, 2.0, 3.0, 3.0, 4.5, 5.0, 2.0, 3.5, 1.0, 3.0, 3.5, 3.5, 4.0, 4.0, 4.0, 4.5, 3.5, 5.0, 0.5, 5.0, 4.0, 4.0, 3.0, 5.0, 4.0, 3.5, 2.0, 3.0, 4.0, 1.0, 4.0, 3.5, 3.0, 2.5, 3.5, 4.0, 1.0, 4.0, 3.0, 3.0, 4.0, 5.0, 4.0, 2.5, 3.0, 4.0, 4.0, 5.0, 2.5, 4.0, 4.0]"
"Thirteenth Floor, The (1999)",Drama|Sci-Fi|Thriller,"[3.0, 1.0, 4.0, 4.0, 0.5, 3.0, 3.0, 3.0, 4.0, 3.5, 3.0, 3.5]"
"Loss of Sexual Innocence, The (1999)",Drama|Fantasy,"[1.5, 3.0]"
Instinct (1999),Drama|Thriller,"[4.0, 2.0, 4.5, 3.0, 1.5, 4.0]"
Buena Vista Social Club (1999),Documentary|Musical,"[4.5, 4.0, 5.0, 4.0]"
Free Enterprise (1998),Comedy|Romance|Sci-Fi,"[3.0, 3.5, 2.5]"
Limbo (1999),Drama,"[4.0, 4.0, 4.0]"
Austin Powers: The Spy Who Shagged Me (1999),Action|Adventure|Comedy,"[4.0, 2.0, 2.5, 3.0, 2.5, 2.5, 4.0, 4.0, 0.5, 3.0, 3.0, 4.0, 4.5, 3.5, 4.0, 2.5, 3.5, 3.5, 3.0, 3.0, 3.0, 0.5, 4.0, 4.0, 3.0, 3.5, 4.0, 0.5, 3.0, 1.0, 2.0, 3.0, 4.0, 5.0, 1.0, 4.0, 3.0, 4.5, 4.0, 5.0, 4.0, 3.5, 0.5, 3.0, 4.0, 0.5, 5.0, 3.5, 3.0, 4.0, 1.0, 5.0, 4.0, 4.0, 2.5, 4.0, 3.0, 1.0, 2.5, 3.0, 3.5, 3.0, 3.0, 3.5, 3.0, 2.0, 1.5, 3.0, 2.0, 4.0, 3.0, 3.0, 4.0, 3.0, 5.0, 5.0, 4.0, 4.0, 4.5, 3.0, 2.5, 2.0, 0.5, 3.5, 3.5, 5.0, 4.5, 5.0, 5.0, 3.5, 2.0, 2.0, 3.0, 3.5, 5.0, 4.5, 4.0, 3.5, 1.5, 5.0, 3.0, 4.0, 0.5, 4.0, 1.0, 3.0, 1.0, 5.0, 3.5, 2.5, 4.0, 3.0, 2.5, 5.0, 1.5, 5.0, 3.5, 2.5, 4.0, 4.0, 3.0]"
"Red Violin, The (Violon rouge, Le) (1998)",Drama|Mystery,"[4.0, 4.0, 3.0, 5.0, 3.5, 3.0, 4.0, 5.0, 4.0, 4.0, 5.0, 5.0, 5.0, 4.0, 3.5, 4.0, 3.0, 3.5, 4.0]"
Tarzan (1999),Adventure|Animation|Children|Drama,"[2.0, 4.5, 4.0, 4.0, 4.0, 4.0, 2.5, 3.0, 2.0, 3.0, 3.0, 3.0, 5.0, 2.5, 3.5, 5.0, 4.5, 1.5, 4.0, 3.0, 3.0, 5.0, 3.0, 4.0]"
"General's Daughter, The (1999)",Crime|Drama|Mystery|Thriller,"[2.5, 3.0, 4.0, 4.0, 4.0, 0.5, 4.0, 3.0, 3.5, 2.0, 3.0, 2.0, 3.0, 3.5, 2.0]"
"Ideal Husband, An (1999)",Comedy|Romance,"[4.0, 3.0, 4.0, 4.0, 4.0, 3.0, 2.0, 5.0, 4.0, 4.0]"
"Legend of 1900, The (a.k.a. The Legend of the Pianist on the Ocean) (Leggenda del pianista sull'oceano) (1998)",Drama,"[4.5, 2.5, 4.0]"
Run Lola Run (Lola rennt) (1998),Action|Crime,"[5.0, 5.0, 3.0, 5.0, 4.0, 4.5, 5.0, 2.0, 4.0, 5.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.5, 4.0, 4.5, 4.0, 5.0, 3.0, 3.5, 4.0, 4.0, 3.0, 4.0, 4.0, 5.0, 4.5, 4.0, 4.5, 4.0, 3.5, 3.0, 4.0, 4.5, 3.5, 2.5, 4.0, 3.5, 2.5, 3.0, 3.0, 3.5, 4.0, 4.0, 4.5, 5.0, 4.0, 3.5, 4.0, 4.0, 5.0, 5.0, 4.0, 3.5, 4.0, 3.5, 4.0, 4.0, 4.5, 4.0, 4.0, 4.0, 4.5, 5.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.5, 3.5, 3.0, 4.5]"
